Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Month,Hemisphere,Season,year_by_50
2014.08.27.a,27-Aug-2014,2014,USA,South Carolina,"Surfside Beach, Horry  County",Heel bitten,N,8,North,Summer,2050
2014.08.25,Reported 25-Aug-2014,2014,USA,Florida,Apalachicola Bay ,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,8,North,Summer,2050
2014.08.24,24-Aug-2014,2014,USA,North Carolina,"Off Masonboro Island, New Hanover County",Laceration to left foot,N,8,North,Summer,2050
2014.08.16,16-Aug-2014,2014,AUSTRALIA,Western Australia,Gnaraloo,Lacerations to face and neck,N,8,South,Winter,2050
2014.08.12,12-Aug-2014,2014,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Puncture wounds and lacerations to left thigh and knee,N,8,North,Summer,2050
2014.08.10,10-Aug-2014,2014,USA,Florida,"Hallandale Beach, Broward County",Puncture wounds & lacerations to foot,N,8,North,Summer,2050
2014.08.09.R,09-Aug-2014,2014,THE BAHAMAS,Not applicable,Not applicable,Puncture wounds to right foot and ankle,N,8,North,Summer,2050
2014.08.09,09-Aug-2014,2014,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Puncture wounds to right foot & ankle,N,8,North,Summer,2050
2014.08.06,06-Aug-2014,2014,USA,South Carolina,"Folly Beach, Charleston County",Lacerations to right leg & foot,N,8,North,Summer,2050
2014.08.05,05-Aug-2014,2014,USA,Florida,"Cocoa Beach, Brevard  County",Lacerations to  foot,N,8,North,Summer,2050
2014.10.03.b,03-Oct-2014,2014,USA,California,Santa Barbara County,"No injury to occupant, shark/s holded  kayak",N,10,North,Autumn,2050
2014.08.28,28-Aug-2014,2014,USA,Maryland,Assateague National Seashore,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,8,North,Summer,2050
2014.10.05.a,05-Oct-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,N,10,North,Autumn,2050
2014.11.10,10-Nov-2014,2014,AUSTRALIA,New South Wales,Moonee Beach,Minor injury to lower leg and foot,N,11,South,Spring,2050
2014.10.05.b,05-Oct-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,N,10,North,Autumn,2050
2014.08.02,02-Aug-2014,2014,USA,Florida,"Table Beach, Brevard County",Laceration to ankle,N,8,North,Summer,2050
2014.12.29.b,29-Dec-2014,2014,AUSTRALIA,New South Wales,Bherwerre Beach,Lacerations to both feet,N,12,South,Summer,2050
2014.12.29.a,29-Dec-2014,2014,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,FATAL,Y,12,South,Summer,2050
2014.12.28.d,28-Dec-2014,2014,GREECE,Not applicable,33 nautical miles off Othonoi Island,"Of 9 bodies recovered, one was bitten by a shark",N,12,North,Winter,2050
2014.12.28.c,28-Dec-2014,2014,SOUTH AFRICA,KwaZulu-Natal,Durban,Minor cuts on feet,,12,South,Summer,2050
2014.12.28.b,28-Dec-2014,2014,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Injury to hip/leg,N,12,North,Winter,2050
2014.12.28.a,28-Dec-2014,2014,AUSTRALIA,Victoria,Paradise Beach,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,12,South,Summer,2050
2014.12.23.R,Reported 23-Dec-2014,2014,JAPAN,Not applicable,Not applicable,"No injury, shark snagged its teeth in diver's suit",N,12,North,Winter,2050
2014.12.15,15-Dec-2014,2014,AUSTRALIA,Queensland,Rudder Reef,FATAL,Y,12,South,Summer,2050
2014.12.03.R,Reported 03-Dec-2014,2014,SPAIN,Granada,Off Motril,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,12,North,Winter,2050
2014.11.29,29-Nov-2014,2014,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Minor injuries to right leg,N,11,South,Spring,2050
2014.11.20,20-Nov-2014,2014,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Not applicable,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,11,South,Spring,2050
2014.11.19,19-Nov-2014,2014,AUSTRALIA,Western Australia,Freo,"Shark chasing fish bumped boat, no injury to occupants",N,11,South,Spring,2050
2014.11.17,Reported 17-Nov-2014,2014,USA,California,"Franklin Point, San Mateo County","Shark bumped boat, no injury to occupants",N,11,North,Autumn,2050
2014.11.16,16-Nov-2014,2014,USA,Florida,"Indian Harbor Beach, Brevard County",Laceration to left hand,N,11,North,Autumn,2050
2014.11.13,13-Nov-2014,2014,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Laceration to left upper leg,N,11,North,Autumn,2050
2014.11.08,08-Nov-2014,2014,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Minor injuries to hand & arm ,N,11,North,Autumn,2050
2014.10.31,31-Oct-2014,2014,USA,Hawaii,"North Kohala, Hawaii County",Lacerations to fingers,N,10,North,Autumn,2050
2014.10.30,29-Oct-2014,2014,AUSTRALIA,New South Wales,Wallabi Point,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,10,South,Spring,2050
2014.10.22,22-Oct-2014,2014,USA,Hawaii,"Kihei, Maui","No injury, paddleboard bitten",N,10,North,Autumn,2050
2014.10.20,20-Oct-2014,2014,USA,Hawaii,"Kahului, Maui","No injury, paddleboard bitten",N,10,North,Autumn,2050
2014.10.19,19-Oct-2014,2014,USA,California,"Leadbetter Beach, Santa Barbara County","No injury to occupant, canoe bitten",N,10,North,Autumn,2050
2014.10.18,18-Oct-2014,2014,USA,Hawaii,"Maalaea, South Maui","No injury, surfboard bitten",N,10,North,Autumn,2050
2014.10.17,17-Oct-2014,2014,AUSTRALIA,New South Wales,Avoca Beach,"Lacerations to left calf & ankle, puncture wounds to left foot",N,10,South,Spring,2050
2014.10.14,14-Oct-2014,2014,USA,South Carolina,"Hilton Head Island, Beaufort County",Lacerations to left foot,N,10,North,Autumn,2050
2014.10.12,12-Oct-2014,2014,USA,Florida,"Melbourne Beach, Brevard County",Laceration to right hand/wrist,N,10,North,Autumn,2050
2014.10.11,11-Oct-2014,2014,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough","Kayak deflated, no injury to occupants",N,10,South,Spring,2050
2014.10.07,07-Oct-2014,2014,USA,Florida,"Cherie Down Park, Brevard County",Thigh bitten,N,10,North,Autumn,2050
2014.08.01,01-Aug-2014,2014,SOUTH AFRICA,Western Cape Province,Muizenberg,Lower limbs & thigh bitten,N,8,South,Winter,2050
2014.08.08,08-Aug-2014,2014,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Minor lacerations to left heel and big toe,N,8,North,Summer,2050
2014.07.22,22-Jul-2014,2014,REUNION,Saint-Leu,Not applicable,Lacerations to right wrist & calf,N,7,South,Winter,2050
2014.05.04,04-May-2014,2014,SOUTH AFRICA,Western Cape Province,Simonstown,4-inch laceration to arm,N,5,South,Autumn,2050
2014.05.01,01-May-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Laceration to right hand and cuts on fingertips,N,5,North,Spring,2050
2014.04.24,24-Apr-2014,2014,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Minor injury,N,4,South,Autumn,2050
2014.04.22,22-Apr-2014,2014,USA,Florida,"Cocoa Beach, Brevard  County",Laceration & puncture wounds to right foot,N,4,North,Spring,2050
2014.04.15,15-Apr-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Minor lacerations to left foot,N,4,North,Spring,2050
2014.04.12.R,Reported 12-Apr-2014,2014,SOUTH AFRICA,Not applicable,Not applicable,"No injury to occupants, shark bit pontoon",N,4,South,Autumn,2050
2014.04.12,12-Apr-2014,2014,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,4,South,Autumn,2050
2014.04.04.b,04-Apr-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Minor puncture wounds to lower left leg,N,4,North,Spring,2050
2014.04.04.a,04-Apr-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,N,4,North,Spring,2050
2014.04.03,03-Apr-2014,2014,AUSTRALIA,New South Wales,Tathra,FATAL,Y,4,South,Autumn,2050
2014.03.29,29-Mar-2014,2014,AUSTRALIA,Western Australia,Off Dawesville Cut,Shark bites may have been post mortem,,3,South,Autumn,2050
2014.03.22.b,22-Mar-2014,2014,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",FATAL,Y,3,South,Autumn,2050
2014.03.22.a,22-Mar-2014,2014,USA,Florida,Delray Beach,Lacerations to left forearm,N,3,North,Spring,2050
2014.05.06,06-May-2014,2014,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Lacerations to left foot,N,5,North,Spring,2050
2014.03.18.c,18-Mar-2014,2014,NEW CALEDONIA,Baie de Sainte-Marie,Not applicable,Lacerations to calf,N,3,South,Autumn,2050
2014.03.18,18-Mar-2014,2014,AUSTRALIA,New South Wales,Lennox Head,"Injuries to wrist/hand by a mackerel, not a shark",,3,South,Autumn,2050
2014.03.12,12-Mar-2014,2014,AUSTRALIA,New South Wales,Lighthouse Beach,Minor lacerations to foot,N,3,South,Autumn,2050
2014.03.13,13-Mar-2014,2014,CAYMAN ISLANDS,Not applicable,Not applicable,"Caribbean reef shark buzzed him. No injury, no attack. ",,3,North,Spring,2050
2014.03.02,02-Mar-2014,2014,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Lacerations to toes,N,3,North,Spring,2050
2014.02.20,20-Feb-2014,2014,FRENCH POLYNESIA,Society Islands,Huahine,Lacerations to lower leg,N,2,South,Summer,2050
2014.02.17,Reported 17-Feb-2014,2014,PAPUA NEW GUINEA,Not applicable,Not applicable,"No injury to occupants, hull bitten",N,2,South,Summer,2050
2014.02.08,08-Feb-2014,2014,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",FATAL,Y,2,South,Summer,2050
2014.02.07.b,07-Feb-2014,2014,VENEZUELA,Trinidad,Not applicable,Possibly a PROVOKED INCIDENT,N,2,North,Winter,2050
2014.02.07,07-Feb-2014,2014,NEW ZEALAND,South Island,Porpoise Bay,Lacerations to leg,N,2,South,Summer,2050
2014.01.26,26-Jan-2014,2014,AUSTRALIA,New South Wales,Umina Beach,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,1,South,Summer,2050
2014.01.25,25-Jan-2014,2014,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Minor injury to left lower leg & heel,N,1,South,Summer,2050
2014.01.04,04-Jan-2014,2014,JAPAN,Okinawa Prefecture,Off Miyako Island,5 cm bite to left foot,N,1,North,Winter,2050
2014.07.27,27-Jul-2014,2014,USA,North Carolina,"Sunset Beach, Brunswick County",Left foot bitten,N,7,North,Summer,2050
2014.03.18.b,18-Mar-2014,2014,AUSTRALIA,Victoria,Winkipop Beach,Shark leapt onto surfboard; surfer uninjured ,N,3,South,Autumn,2050
2014.05.10.R,Reported 10-May-2014,2014,USA,Florida,"Bethel Shoals, Indian River County","No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",,5,North,Spring,2050
2014.03.21,21-Mar-2014,2014,USA,Florida,Macarthur State Park,Lacerations to toes and heel of right foot,N,3,North,Spring,2050
2014.05.14,14-May-2014,2014,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula","No injury, but surfboard severely damaged",N,5,South,Autumn,2050
2014.07.21,21-Jul-2014,2014,USA,Florida,"Indialantic, Brevard County",Lacerations to right knee,N,7,North,Summer,2050
2014.07.20,20-Jul-2014,2014,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Minor injury,N,7,North,Summer,2050
2014.05.11,11-May-2014,2014,USA,Georgia,"Tybee Island, Chatham County",Puncture wounds to right thigh,N,5,North,Spring,2050
2014.07.16,16-Jul-2014,2014,USA,Hawaii,"Paia Bay, Maui",Lacerations to left foot,N,7,North,Summer,2050
2014.07.14,14-Jul-2014,2014,USA,Florida,Okaloosa Island,Puncture wounds to foot,N,7,North,Summer,2050
2014.07.13,13-Jul-2014,2014,THE BAHAMAS,West End,Tiger Beach,"Missing after a dive, shark involvement considered probable, but not confirmed",,7,North,Summer,2050
2014.07.12,12-Jul-2014,2014,USA,North Carolina,"Masonboro Island, New Hanover County",Lacerations to hand and wrist,N,7,North,Summer,2050
2014.07.09,9-Jul-2014,2014,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,N,7,North,Summer,2050
2014.07.05.a,5-Jul-2014,2014,USA,California,"Oceano Dunes State Beach, San Luis Obispo County","No injury, surboard bitten",N,7,North,Summer,2050
2014.07.03,3-Jul-2014,2014,USA,South Carolina,"Isle of Palms, Charleston County",Right hand bitten,N,7,North,Summer,2050
2014.06.27.R,Reported 27-Jun-2014,2014,ANGUILLA,Not applicable,20 miles from shore,His boat was holed by a shark,N,6,North,Summer,2050
2014.06.25,25-Jun-2014,2014,THE BAHAMAS,Abaco Islands,Not applicable,No injury but shark took his pole spear,N,6,North,Summer,2050
2014.06.18.b,18-Jun-2014,2014,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula","No injury, surfboard 'attacked'",N,6,South,Winter,2050
2014.06.18.a,18-Jun-2014,2014,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Lacerations to knee,N,6,South,Winter,2050
2014.07.05.b,5-Jul-2014,2014,USA,California,"Manhattan Beach, Los Angeles County",PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,7,North,Summer,2050
2014.06.17.R,Reported 17-Jun-2014,2014,AUSTRALIA,Western Australia,Horizontal Falls,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,6,South,Winter,2050
2014.05.15,15-May-2014,2014,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Calf bitten,N,5,North,Spring,2050
2014.05.22,22-May-2014,2014,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,5,South,Autumn,2050
2014.05.23,23-May-2014,2014,FRANCE,Wallis and Futuna,Wallis Island,Lacerations to left thigh and hip,N,5,North,Spring,2050
2014.05.27.R,24-May-2014,2014,AUSTRALIA,Queensland,Nerang River near Chevron Island,Lacerations to legs,N,5,South,Autumn,2050
2014.06.01.b,01-Jun-2014,2014,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Lacerations & puncture wounds to ankle and foot,N,6,South,Winter,2050
2014.06.01.c,01-Jun-2014,2014,USA,Florida,Fort Lauderdale,Laceration to right lower leg,N,6,North,Summer,2050
2014.06.01.a,01-Jun-2014,2014,USA,Palmyra Atoll,Not applicable,Laceration to left hand,N,6,North,Summer,2050
2014.06.08,08-Jun-2014,2014,JAPAN,Atsumi peninsula,Aichi,Left arm bitten,N,6,North,Summer,2050
2014.06.09.a,09-Jun-2014,2014,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Minor injury to torso,N,6,South,Winter,2050
2014.06.09.b,09-Jun-2014,2014,USA,Delaware,"Cape Henlopen State Park, Sussex County","Abrasion to right hand, lacerations to left forearm",N,6,North,Summer,2050
2014.06.09.c,09-Jun-2014,2014,BRAZIL,Not applicable,500 km off the coast of Pernambuco,Severe injury to arm,N,6,South,Winter,2050
2014.06.07,07-Jun-2014,2014,USA,Texas,"West Beach, Galveston",Shallow lacerations & puncture wounds below shoulder,N,6,North,Summer,2050
2015.09.01,01-Sep-2015,2015,THAILAND,Phuket,Karon Beach,Left foot & ankle bitten,N,9,North,Autumn,2050
2015.09.06,06-Sep-2015,2015,USA,California,"El Pescador Beach, Los Angeles County","No injury, shark struck board, tossing her into the sea",N,9,North,Autumn,2050
2015.09.03,03-Sep-2015,2015,USA,South Carolina,"Myrtle Beach, Horry County",Right foot bitten,N,9,North,Autumn,2050
2015.09.04,04-Sep-2015,2015,AUSTRALIA,New South Wales,Hallidays Point,Inuries to lower left leg & ankle,N,9,South,Spring,2050
2015.09.05,05-Sep-2015,2015,USA,California,"Deer Creek Beach, Ventura County",Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,9,North,Autumn,2050
2015.09.08,08-Sep-2015,2015,AUSTRALIA,New South Wales,North Shelly Beach,Minor laceration to hand,N,9,South,Spring,2050
2015.09.20.a,20-Sep-2015,2015,USA,Florida,"Vilano Beach, St.  Johns County",Injury to right hand / wrist,N,9,North,Autumn,2050
2015.09.18,18-Sep-2015,2015,USA,Florida,"Big Talbot Island, Duval County",Lacerations to calf,N,9,North,Autumn,2050
2015.09.19,19-Sep-2015,2015,USA,California,"Gaviota State Beach, Santa Barbara County",No injury,N,9,North,Autumn,2050
2015.09.20.d,20-Sep-2015,2015,USA,Florida,"New Smyrna Beach, Volusia County",Minor injury to left ankle,N,9,North,Autumn,2050
2015.09.20.b,20-Sep-2015,2015,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Significant injuries to leg,N,9,North,Autumn,2050
2015.09.20.c,20-Sep-2015,2015,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Severe laceration to left leg,N,9,North,Autumn,2050
2015.08.29.b,29-Aug-2015,2015,USA,California,"Morro Strand State Beach, San Luis Obispo County","No injury, surfboard bitten",N,8,North,Summer,2050
2015.09.17,17-Sep-2015,2015,USA,Florida,"Jacksonville Beach, Duval County",Injury to right foot,N,9,North,Autumn,2050
2015.08.29.a,29-Aug-2015,2015,USA,California,"Morro Bay, San Luis Obispo County","No injury, shark struk sufer's leg and his board",N,8,North,Summer,2050
2015.07.25,25-Jul-2015,2015,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",FATAL,Y,7,South,Winter,2050
2015.08.22.a,22-Aug-2015,2015,AUSTRALIA,New South Wales,Lighthouse Beach,Severe laceration to left buttock & thigh,N,8,South,Winter,2050
2015.09.24,24-Sep-2015,2015,USA,California,"Horseshoe Rock, Santa Barbara County","No injury, kayak damaged",N,9,North,Autumn,2050
2015.07.22,22-Jul-2015,2015,REUNION,Not applicable,St. Leu,Arm bitten,N,7,South,Winter,2050
2015.07.23.a,23-Jul-2015,2015,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Left hand bitten,N,7,South,Winter,2050
2015.07.23.b,23-Jul-2015,2015,USA,California,"La Jolla, San Diego County",No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,7,North,Summer,2050
2015.07.26.a,26-Jul-2015,2015,USA,South Carolina,"Edisto Beach, Colleton County","2' cut to dorsum of foot, 2 puncture wounds to sole",,7,North,Summer,2050
2015.07.26.b,26-Jul-2015,2015,USA,Florida,"Daytona Beach, Volusia County",Minor injury to sole of foot,N,7,North,Summer,2050
2015.08.22.b,22-Aug-2015,2015,USA,Florida,"Cocoa Beach, Brevard  County",Wound to right lower leg,,8,North,Summer,2050
2015.07.27,27-Jul-2015,2015,AUSTRALIA,Victoria,Tyrendarra Beach,Injury to hand,,7,South,Winter,2050
2015.07.31,31-Jul-2015,2015,AUSTRALIA,New South Wales,Evans Head,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,7,South,Winter,2050
2015.08.10,10-Aug-2015,2015,USA,California,Cortes Bank,Right hand bitten  PROVOKED INCIDENT,N,8,North,Summer,2050
2015.08.18.a,18-Aug-2015,2015,SPAIN,Alicante,"Poniente Beach, Benidorm",Minor injury when he attempted to touch a fish. ,,8,North,Summer,2050
2015.08.18.b,18-Aug-2015,2015,USA,California,Santa Barbara County,"No injury, kayak bitten",N,8,North,Summer,2050
2015.08.19,19-Aug-2015,2015,USA,Florida,"Jacksonville Beach, Duval County",Lacerations to right leg,N,8,North,Summer,2050
2015.08.20,20-Aug-2015,2015,USA,South Carolina,"Murrells Inlet, Georgetown County","Injuries to left calf, arm and hand",N,8,North,Summer,2050
2015.07.28,28-Jul-2015,2015,COSTA RICA,Guanacaste,Playa Grande,Minor inuries to toes,N,7,North,Summer,2050
2015.09.26,26-Sep-2015,2015,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Laceration to leg,N,9,South,Spring,2050
2015.12.21.a,21-Dec-2015,2015,BRAZIL,Pernambuco,Fernano de Noronha,Right hand & part of forearm removed,N,12,South,Summer,2050
2015.10.04,04-Oct-2015,2015,USA,Florida,"New Smyrna Beach, Volusia County",Severe lacerations to left hand,N,10,North,Autumn,2050
2015.12.23,07-Nov-2015,2015,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Lower left leg injured,,11,North,Autumn,2050
2015.11.10,10-Nov-2015,2015,AUSTRALIA,New South Wales,East Ballina,Injury to left thigh,N,11,South,Spring,2050
2015.11.15.a,15-Nov-2015,2015,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Lacerations to hand,N,11,North,Autumn,2050
2015.11.15.b,15-Nov-2015,2015,USA,Florida,"Palm Beach, Palm Beach County",Leg injured,N,11,North,Autumn,2050
2015.11.16,16-Nov-2015,2015,USA,Florida,"Playalinda Beach, Brevard County",Right heel injured,N,11,North,Autumn,2050
2015.11.20,20-Nov-2015,2015,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Lacerations to left calf,N,11,South,Spring,2050
2015.11.03,03-Nov-2015,2015,USA,Hawaii,"Kehena Beach, Hawaii",Laceration to right ankle,N,11,North,Autumn,2050
2015.12.08,08-Dec-2015,2015,SOUTH AFRICA,Eastern Cape Province,Mpande,Lacerations to both hands and forearms,N,12,South,Summer,2050
2015.12.13,13-Dec-2015,2015,AUSTRALIA,New South Wales,Lake Macquarie,"No injury, shark rammed boat & bit motor",N,12,South,Summer,2050
2015.12.19,19-Dec-2015,2015,ARUBA,Not applicable,Boat capsized,FATAL,Y,12,North,Winter,2050
2015.12.22,22-Dec-2015,2015,USA,Hawaii,La'aloa Beach Park,"No injury, shark bit board",N,12,North,Winter,2050
2015.12.25,25-Dec-2015,2015,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Lacerations to left forearm,N,12,North,Winter,2050
2015.12.26,26-Dec-2015,2015,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,"No injury, kayak damaged",N,12,South,Summer,2050
